trade_date,yyyymm,counterparty,asset_class,currency,trade_type,metric,value
2025-05-22,2025-05,Bank C,Bond,EUR,Buy,pnl,-508.7746695290628
2025-05-22,2025-05,Bank C,Bond,GBP,Buy,notional,2412696.966194236
2025-05-22,2025-05,Bank C,Bond,GBP,Buy,notional_mn,2.412696966194236
2025-05-22,2025-05,Bank C,Bond,GBP,Buy,pnl,69144.78087075759
2025-05-22,2025-05,Bank C,Commodity,JPY,Buy,notional,2910287.2749887253
2025-05-22,2025-05,Bank C,Commodity,JPY,Buy,notional_mn,2.9102872749887254
2025-05-22,2025-05,Bank C,Commodity,JPY,Buy,pnl,7237.94239808138
2025-05-22,2025-05,Bank D,Equity,GBP,Buy,notional,2140342.7544739884
2025-05-22,2025-05,Bank D,Equity,GBP,Buy,notional_mn,2.1403427544739886
2025-05-22,2025-05,Bank D,Equity,GBP,Buy,pnl,-23638.58268081893
2025-05-23,2025-05,Bank A,Bond,GBP,Sell,notional,1529301.8352285863
2025-05-23,2025-05,Bank A,Bond,GBP,Sell,notional_mn,1.5293018352285863
2025-05-23,2025-05,Bank A,Bond,GBP,Sell,pnl,10209.433845248244
2025-05-23,2025-05,Bank A,Bond,JPY,Sell,notional,3188097.614624389
2025-05-23,2025-05,Bank A,Bond,JPY,Sell,notional_mn,3.188097614624389
2025-05-23,2025-05,Bank A,Bond,JPY,Sell,pnl,-1148.5482390077148
2025-05-23,2025-05,Bank A,Equity,GBP,Sell,notional,1862042.3719179824
2025-05-23,2025-05,Bank A,Equity,GBP,Sell,notional_mn,1.8620423719179824
2025-05-23,2025-05,Bank A,Equity,GBP,Sell,pnl,-16776.605503758256
2025-05-23,2025-05,Bank A,Equity,JPY,Buy,notional,1631609.0316334893
2025-05-23,2025-05,Bank A,Equity,JPY,Buy,notional_mn,1.6316090316334892
2025-05-23,2025-05,Bank A,Equity,JPY,Buy,pnl,11541.49305384918
2025-05-23,2025-05,Bank A,Equity,USD,Sell,notional,549414.0202809316
2025-05-23,2025-05,Bank A,Equity,USD,Sell,notional_mn,0.5494140202809316
2025-05-23,2025-05,Bank A,Equity,USD,Sell,pnl,3227.164309489805
2025-05-23,2025-05,Bank B,Bond,EUR,Sell,notional,1637525.6841658873
2025-05-23,2025-05,Bank B,Bond,EUR,Sell,notional_mn,1.6375256841658874
2025-05-23,2025-05,Bank B,Bond,EUR,Sell,pnl,42511.5881589132
2025-05-23,2025-05,Bank B,Equity,JPY,Buy,notional,1072758.1091159645
2025-05-23,2025-05,Bank B,Equity,JPY,Buy,notional_mn,1.0727581091159646
2025-05-23,2025-05,Bank B,Equity,JPY,Buy,pnl,-18477.98887716915
2025-05-23,2025-05,Bank B,Equity,USD,Sell,notional,3131255.672560496
2025-05-23,2025-05,Bank B,Equity,USD,Sell,notional_mn,3.131255672560496
2025-05-23,2025-05,Bank B,Equity,USD,Sell,pnl,-174947.5918188079
2025-05-23,2025-05,Bank C,Equity,GBP,Sell,notional,463316.9930440762
2025-05-23,2025-05,Bank C,Equity,GBP,Sell,notional_mn,0.4633169930440762
2025-05-23,2025-05,Bank C,Equity,GBP,Sell,pnl,-1266.8610345569484
2025-05-23,2025-05,Bank C,Equity,USD,Buy,notional,2633898.4346865835
2025-05-23,2025-05,Bank C,Equity,USD,Buy,notional_mn,2.6338984346865835
2025-05-23,2025-05,Bank C,Equity,USD,Buy,pnl,-59468.3560224565
2025-05-23,2025-05,Bank D,Bond,JPY,Sell,notional,3917802.6938852174
2025-05-23,2025-05,Bank D,Bond,JPY,Sell,notional_mn,3.917802693885217
2025-05-23,2025-05,Bank D,Bond,JPY,Sell,pnl,-47614.7195495952
2025-05-23,2025-05,Bank D,Equity,GBP,Sell,notional,2385704.0835783426
2025-05-23,2025-05,Bank D,Equity,GBP,Sell,notional_mn,2.3857040835783425
2025-05-23,2025-05,Bank D,Equity,GBP,Sell,pnl,-84196.61878672571
2025-05-23,2025-05,Bank D,FX,EUR,Buy,notional,3886743.411493782
2025-05-23,2025-05,Bank D,FX,EUR,Buy,notional_mn,3.8867434114937818
2025-05-23,2025-05,Bank D,FX,EUR,Buy,pnl,-152601.59340320798
2025-05-26,2025-05,Bank B,Bond,GBP,Sell,notional,3581464.6126625496
2025-05-26,2025-05,Bank B,Bond,GBP,Sell,notional_mn,3.5814646126625496
2025-05-26,2025-05,Bank B,Bond,GBP,Sell,pnl,11817.690664345067
2025-05-26,2025-05,Bank B,Bond,USD,Sell,notional,2485380.6677282616
2025-05-26,2025-05,Bank B,Bond,USD,Sell,notional_mn,2.4853806677282617
2025-05-26,2025-05,Bank B,Bond,USD,Sell,pnl,80131.56134791061
2025-05-26,2025-05,Bank C,Bond,GBP,Sell,notional,2164730.410281633
2025-05-26,2025-05,Bank C,Bond,GBP,Sell,notional_mn,2.164730410281633
2025-05-26,2025-05,Bank C,Bond,GBP,Sell,pnl,-53806.06024894079
2025-05-26,2025-05,Bank C,Equity,EUR,Sell,notional,878170.4359361174
2025-05-26,2025-05,Bank C,Equity,EUR,Sell,notional_mn,0.8781704359361174
2025-05-26,2025-05,Bank C,Equity,EUR,Sell,pnl,12456.98426683021
2025-05-26,2025-05,Bank C,Equity,JPY,Sell,notional,3961133.8184443726
2025-05-26,2025-05,Bank C,Equity,JPY,Sell,notional_mn,3.9611338184443725
2025-05-26,2025-05,Bank C,Equity,JPY,Sell,pnl,33297.78712508113
2025-05-26,2025-05,Bank C,FX,GBP,Buy,notional,1912017.653448899
2025-05-26,2025-05,Bank C,FX,GBP,Buy,notional_mn,1.912017653448899
2025-05-26,2025-05,Bank C,FX,GBP,Buy,pnl,-30392.733215319484
2025-05-27,2025-05,Bank A,Equity,GBP,Buy,notional,3776700.681457899
2025-05-27,2025-05,Bank A,Equity,GBP,Buy,notional_mn,3.776700681457899
2025-05-27,2025-05,Bank A,Equity,GBP,Buy,pnl,73530.61180805144
2025-05-27,2025-05,Bank A,FX,USD,Buy,notional,3171232.099183657
2025-05-27,2025-05,Bank A,FX,USD,Buy,notional_mn,3.171232099183657
2025-05-27,2025-05,Bank A,FX,USD,Buy,pnl,-15826.07153689256
2025-05-27,2025-05,Bank B,Bond,JPY,Sell,notional,1714943.882224789
2025-05-27,2025-05,Bank B,Bond,JPY,Sell,notional_mn,1.7149438822247889
2025-05-27,2025-05,Bank B,Bond,JPY,Sell,pnl,-39385.54841582724
2025-05-27,2025-05,Bank B,Equity,USD,Buy,notional,4409918.41893537
2025-05-27,2025-05,Bank B,Equity,USD,Buy,notional_mn,4.409918418935369
2025-05-27,2025-05,Bank B,Equity,USD,Buy,pnl,-80835.65641404159
2025-05-27,2025-05,Bank B,FX,USD,Buy,notional,1740942.6869307098
2025-05-27,2025-05,Bank B,FX,USD,Buy,notional_mn,1.74094268693071
2025-05-27,2025-05,Bank B,FX,USD,Buy,pnl,-51336.584064500006
2025-05-27,2025-05,Bank C,Bond,USD,Sell,notional,3695891.788887025
2025-05-27,2025-05,Bank C,Bond,USD,Sell,notional_mn,3.695891788887025
2025-05-27,2025-05,Bank C,Bond,USD,Sell,pnl,-36308.27698470593
2025-05-27,2025-05,Bank C,FX,USD,Sell,notional,1853603.026062848
2025-05-27,2025-05,Bank C,FX,USD,Sell,notional_mn,1.8536030260628475
2025-05-27,2025-05,Bank C,FX,USD,Sell,pnl,5390.048650173286
2025-05-27,2025-05,Bank D,Equity,EUR,Buy,notional,2844185.619231098
2025-05-27,2025-05,Bank D,Equity,EUR,Buy,notional_mn,2.844185619231098
2025-05-27,2025-05,Bank D,Equity,EUR,Buy,pnl,-35426.46014014851
2025-05-28,2025-05,Bank A,Commodity,USD,Sell,notional,407738.6333269844
2025-05-28,2025-05,Bank A,Commodity,USD,Sell,notional_mn,0.4077386333269844
2025-05-28,2025-05,Bank A,Commodity,USD,Sell,pnl,3275.83000923798
2025-05-28,2025-05,Bank A,Equity,GBP,Buy,notional,5086441.775210082
2025-05-28,2025-05,Bank A,Equity,GBP,Buy,notional_mn,5.086441775210082
2025-05-28,2025-05,Bank A,Equity,GBP,Buy,pnl,46287.52595879922
2025-05-28,2025-05,Bank B,Equity,USD,Buy,notional,3260687.096657714
2025-05-28,2025-05,Bank B,Equity,USD,Buy,notional_mn,3.2606870966577137
2025-05-28,2025-05,Bank B,Equity,USD,Buy,pnl,14921.52148164178
2025-05-28,2025-05,Bank B,Equity,USD,Sell,notional,712230.1711173647
2025-05-28,2025-05,Bank B,Equity,USD,Sell,notional_mn,0.7122301711173646
2025-05-28,2025-05,Bank B,Equity,USD,Sell,pnl,-18691.92695388264
2025-05-28,2025-05,Bank D,Bond,GBP,Sell,notional,1461049.2514269457
2025-05-28,2025-05,Bank D,Bond,GBP,Sell,notional_mn,1.4610492514269455
2025-05-28,2025-05,Bank D,Bond,GBP,Sell,pnl,33894.91880849801
2025-05-28,2025-05,Bank D,Commodity,GBP,Sell,notional,3678784.017408297
2025-05-28,2025-05,Bank D,Commodity,GBP,Sell,notional_mn,3.678784017408297
2025-05-28,2025-05,Bank D,Commodity,GBP,Sell,pnl,12749.464575245796
2025-05-28,2025-05,Bank D,Equity,JPY,Buy,notional,2923118.274829729
2025-05-28,2025-05,Bank D,Equity,JPY,Buy,notional_mn,2.923118274829729
2025-05-28,2025-05,Bank D,Equity,JPY,Buy,pnl,-41889.40800781615
2025-05-29,2025-05,Bank A,FX,GBP,Buy,notional,3009995.0690344824
2025-05-29,2025-05,Bank A,FX,GBP,Buy,notional_mn,3.0099950690344826
2025-05-29,2025-05,Bank A,FX,GBP,Buy,pnl,-84214.96099352813
2025-05-29,2025-05,Bank C,Bond,USD,Sell,notional,2431627.3882775432
2025-05-29,2025-05,Bank C,Bond,USD,Sell,notional_mn,2.431627388277543
2025-05-29,2025-05,Bank C,Bond,USD,Sell,pnl,7221.133122905912
2025-05-29,2025-05,Bank C,Equity,EUR,Buy,notional,2334917.1887169136
2025-05-29,2025-05,Bank C,Equity,EUR,Buy,notional_mn,2.3349171887169136
2025-05-29,2025-05,Bank C,Equity,EUR,Buy,pnl,1685.1716850150617
2025-05-29,2025-05,Bank D,Equity,GBP,Buy,notional,1606712.716269877
2025-05-29,2025-05,Bank D,Equity,GBP,Buy,notional_mn,1.606712716269877
2025-05-29,2025-05,Bank D,Equity,GBP,Buy,pnl,26300.659893461205
2025-05-29,2025-05,Bank D,Equity,JPY,Buy,notional,1283163.2044021492
2025-05-29,2025-05,Bank D,Equity,JPY,Buy,notional_mn,1.2831632044021493
2025-05-29,2025-05,Bank D,Equity,JPY,Buy,pnl,49739.10238144764
2025-05-30,2025-05,Bank A,Equity,GBP,Buy,notional,3757919.3323590374
2025-05-30,2025-05,Bank A,Equity,GBP,Buy,notional_mn,3.7579193323590374
2025-05-30,2025-05,Bank A,Equity,GBP,Buy,pnl,88630.89181714934
2025-05-30,2025-05,Bank A,Equity,USD,Buy,notional,3466552.312038279
2025-05-30,2025-05,Bank A,Equity,USD,Buy,notional_mn,3.4665523120382793
2025-05-30,2025-05,Bank A,Equity,USD,Buy,pnl,2480.355097124827
2025-05-30,2025-05,Bank A,FX,JPY,Buy,notional,1338074.6331040396
2025-05-30,2025-05,Bank A,FX,JPY,Buy,notional_mn,1.3380746331040396
2025-05-30,2025-05,Bank A,FX,JPY,Buy,pnl,-7450.550174491831
2025-05-30,2025-05,Bank B,Bond,GBP,Buy,notional,3453078.3054707223
2025-05-30,2025-05,Bank B,Bond,GBP,Buy,notional_mn,3.453078305470722
2025-05-30,2025-05,Bank B,Bond,GBP,Buy,pnl,-74997.8736403475
2025-05-30,2025-05,Bank B,Equity,JPY,Buy,notional,3510125.744421379
2025-05-30,2025-05,Bank B,Equity,JPY,Buy,notional_mn,3.510125744421379
2025-05-30,2025-05,Bank B,Equity,JPY,Buy,pnl,77380.5438966846
2025-05-30,2025-05,Bank B,Equity,USD,Buy,notional,1284990.0892523597
2025-05-30,2025-05,Bank B,Equity,USD,Buy,notional_mn,1.2849900892523598
2025-05-30,2025-05,Bank B,Equity,USD,Buy,pnl,-14050.936216421453
2025-05-30,2025-05,Bank C,Bond,EUR,Sell,notional,3436118.754106777
2025-05-30,2025-05,Bank C,Bond,EUR,Sell,notional_mn,3.4361187541067766
2025-05-30,2025-05,Bank C,Bond,EUR,Sell,pnl,57004.917550028455
2025-05-30,2025-05,Bank C,Commodity,EUR,Sell,notional,2782721.0238305163
2025-05-30,2025-05,Bank C,Commodity,EUR,Sell,notional_mn,2.782721023830516
2025-05-30,2025-05,Bank C,Commodity,EUR,Sell,pnl,-54702.79845761261
2025-05-30,2025-05,Bank C,FX,EUR,Sell,notional,2009681.9618915224
2025-05-30,2025-05,Bank C,FX,EUR,Sell,notional_mn,2.0096819618915225
2025-05-30,2025-05,Bank C,FX,EUR,Sell,pnl,6752.135842793313
2025-05-30,2025-05,Bank D,Commodity,EUR,Buy,notional,2811310.280525366
2025-05-30,2025-05,Bank D,Commodity,EUR,Buy,notional_mn,2.811310280525366
2025-05-30,2025-05,Bank D,Commodity,EUR,Buy,pnl,66953.51276818936
2025-05-30,2025-05,Bank D,Equity,EUR,Buy,notional,3408163.6958767385
2025-05-30,2025-05,Bank D,Equity,EUR,Buy,notional_mn,3.4081636958767385
2025-05-30,2025-05,Bank D,Equity,EUR,Buy,pnl,102545.47444942968
2025-06-02,2025-06,Bank C,Commodity,USD,Buy,notional,2790787.7413763674
2025-06-02,2025-06,Bank C,Commodity,USD,Buy,notional_mn,2.7907877413763678
2025-06-02,2025-06,Bank C,Commodity,USD,Buy,pnl,-57106.02975472886
2025-06-02,2025-06,Bank C,Equity,GBP,Sell,notional,1726286.1613939258
2025-06-02,2025-06,Bank C,Equity,GBP,Sell,notional_mn,1.7262861613939258
2025-06-02,2025-06,Bank C,Equity,GBP,Sell,pnl,51016.71504203816
2025-06-02,2025-06,Bank C,Equity,JPY,Buy,notional,1678469.752133648
2025-06-02,2025-06,Bank C,Equity,JPY,Buy,notional_mn,1.678469752133648
2025-06-02,2025-06,Bank C,Equity,JPY,Buy,pnl,7377.04118310855
2025-06-02,2025-06,Bank C,Equity,USD,Buy,notional,2521723.191967604
2025-06-02,2025-06,Bank C,Equity,USD,Buy,notional_mn,2.521723191967604
2025-06-02,2025-06,Bank C,Equity,USD,Buy,pnl,-41403.41340587829
2025-06-02,2025-06,Bank D,Equity,USD,Sell,notional,2799473.986699393
2025-06-02,2025-06,Bank D,Equity,USD,Sell,notional_mn,2.799473986699393
2025-06-02,2025-06,Bank D,Equity,USD,Sell,pnl,-34630.263139083734
2025-06-03,2025-06,Bank A,FX,JPY,Sell,notional,264110.7160238024
2025-06-03,2025-06,Bank A,FX,JPY,Sell,notional_mn,0.2641107160238024
2025-06-03,2025-06,Bank A,FX,JPY,Sell,pnl,5823.55520372522
2025-06-03,2025-06,Bank C,Bond,EUR,Buy,notional,3528072.740027011
2025-06-03,2025-06,Bank C,Bond,EUR,Buy,notional_mn,3.528072740027011
2025-06-03,2025-06,Bank C,Bond,EUR,Buy,pnl,81685.05236744355
2025-06-03,2025-06,Bank C,Bond,JPY,Buy,notional,2315097.2631483963
2025-06-03,2025-06,Bank C,Bond,JPY,Buy,notional_mn,2.315097263148396
2025-06-03,2025-06,Bank C,Bond,JPY,Buy,pnl,56412.20819950228
2025-06-03,2025-06,Bank C,Equity,EUR,Sell,notional,2700669.863673565
2025-06-03,2025-06,Bank C,Equity,EUR,Sell,notional_mn,2.700669863673565
2025-06-03,2025-06,Bank C,Equity,EUR,Sell,pnl,-88115.45754328962
2025-06-03,2025-06,Bank C,Equity,GBP,Buy,notional,1843320.1103457888
2025-06-03,2025-06,Bank C,Equity,GBP,Buy,notional_mn,1.8433201103457888
2025-06-03,2025-06,Bank C,Equity,GBP,Buy,pnl,-60120.68686970867
2025-06-03,2025-06,Bank C,Equity,USD,Sell,notional,2666631.039446676
2025-06-03,2025-06,Bank C,Equity,USD,Sell,notional_mn,2.6666310394466763
2025-06-03,2025-06,Bank C,Equity,USD,Sell,pnl,5140.195483581593
2025-06-03,2025-06,Bank D,Commodity,EUR,Sell,notional,2893706.4697407656
2025-06-03,2025-06,Bank D,Commodity,EUR,Sell,notional_mn,2.8937064697407657
2025-06-03,2025-06,Bank D,Commodity,EUR,Sell,pnl,36305.77696228791
2025-06-03,2025-06,Bank D,Equity,JPY,Buy,notional,783592.6465299831
2025-06-03,2025-06,Bank D,Equity,JPY,Buy,notional_mn,0.7835926465299832
2025-06-03,2025-06,Bank D,Equity,JPY,Buy,pnl,10952.849627118308
2025-06-03,2025-06,Bank D,FX,JPY,Buy,notional,1709797.227719667
2025-06-03,2025-06,Bank D,FX,JPY,Buy,notional_mn,1.709797227719667
2025-06-03,2025-06,Bank D,FX,JPY,Buy,pnl,11677.351817476492
2025-06-04,2025-06,Bank A,Commodity,USD,Buy,notional,3627729.490383564
2025-06-04,2025-06,Bank A,Commodity,USD,Buy,notional_mn,3.627729490383564
2025-06-04,2025-06,Bank A,Commodity,USD,Buy,pnl,-21332.43458761335
2025-06-04,2025-06,Bank A,Equity,JPY,Buy,notional,3761466.627051414
2025-06-04,2025-06,Bank A,Equity,JPY,Buy,notional_mn,3.761466627051414
2025-06-04,2025-06,Bank A,Equity,JPY,Buy,pnl,16946.393829845947
2025-06-04,2025-06,Bank A,FX,GBP,Buy,notional,5143621.949581972
2025-06-04,2025-06,Bank A,FX,GBP,Buy,notional_mn,5.143621949581972
2025-06-04,2025-06,Bank A,FX,GBP,Buy,pnl,-6759.951938537051
2025-06-04,2025-06,Bank B,Bond,GBP,Buy,notional,559753.9004254218
2025-06-04,2025-06,Bank B,Bond,GBP,Buy,notional_mn,0.5597539004254217
2025-06-04,2025-06,Bank B,Bond,GBP,Buy,pnl,1239.4193605458313
2025-06-04,2025-06,Bank B,Bond,JPY,Sell,notional,1236651.5432442187
2025-06-04,2025-06,Bank B,Bond,JPY,Sell,notional_mn,1.2366515432442189
2025-06-04,2025-06,Bank B,Bond,JPY,Sell,pnl,-605.410287405892
2025-06-04,2025-06,Bank B,Commodity,JPY,Buy,notional,3570359.1609831867
2025-06-04,2025-06,Bank B,Commodity,JPY,Buy,notional_mn,3.5703591609831866
2025-06-04,2025-06,Bank B,Commodity,JPY,Buy,pnl,-128250.25975465318
2025-06-04,2025-06,Bank B,Equity,USD,Buy,notional,3188321.7221280364
2025-06-04,2025-06,Bank B,Equity,USD,Buy,notional_mn,3.188321722128036
2025-06-04,2025-06,Bank B,Equity,USD,Buy,pnl,59230.11186305624
2025-06-04,2025-06,Bank B,FX,GBP,Sell,notional,2565381.584789466
2025-06-04,2025-06,Bank B,FX,GBP,Sell,notional_mn,2.565381584789466
2025-06-04,2025-06,Bank B,FX,GBP,Sell,pnl,36495.95221112932
2025-06-04,2025-06,Bank B,FX,USD,Sell,notional,3009771.93920051
2025-06-04,2025-06,Bank B,FX,USD,Sell,notional_mn,3.00977193920051
2025-06-04,2025-06,Bank B,FX,USD,Sell,pnl,-18888.47384263489
2025-06-04,2025-06,Bank C,Bond,GBP,Buy,notional,1907297.817743766
2025-06-04,2025-06,Bank C,Bond,GBP,Buy,notional_mn,1.9072978177437656
2025-06-04,2025-06,Bank C,Bond,GBP,Buy,pnl,40862.08349210014
2025-06-04,2025-06,Bank C,Commodity,USD,Sell,notional,2700540.9864844424
2025-06-04,2025-06,Bank C,Commodity,USD,Sell,notional_mn,2.7005409864844423
2025-06-04,2025-06,Bank C,Commodity,USD,Sell,pnl,86070.43112814793
2025-06-04,2025-06,Bank C,Equity,GBP,Buy,notional,2335976.285088407
2025-06-04,2025-06,Bank C,Equity,GBP,Buy,notional_mn,2.3359762850884067
2025-06-04,2025-06,Bank C,Equity,GBP,Buy,pnl,15518.604377572725
2025-06-04,2025-06,Bank C,FX,USD,Sell,notional,2714168.895262952
2025-06-04,2025-06,Bank C,FX,USD,Sell,notional_mn,2.714168895262952
2025-06-04,2025-06,Bank C,FX,USD,Sell,pnl,-20298.597532737425
2025-06-04,2025-06,Bank D,FX,GBP,Buy,notional,325723.7562570108
2025-06-04,2025-06,Bank D,FX,GBP,Buy,notional_mn,0.3257237562570108
2025-06-04,2025-06,Bank D,FX,GBP,Buy,pnl,115.50321769499084
2025-06-05,2025-06,Bank B,Bond,GBP,Buy,notional,2195155.095041898
2025-06-05,2025-06,Bank B,Bond,GBP,Buy,notional_mn,2.195155095041898
2025-06-05,2025-06,Bank B,Bond,GBP,Buy,pnl,-39382.3521350876
2025-06-05,2025-06,Bank B,Equity,GBP,Buy,notional,2985075.953210186
2025-06-05,2025-06,Bank B,Equity,GBP,Buy,notional_mn,2.985075953210186
2025-06-05,2025-06,Bank B,Equity,GBP,Buy,pnl,-5891.390721484889
2025-06-05,2025-06,Bank C,Equity,JPY,Buy,notional,3018551.9044375164
2025-06-05,2025-06,Bank C,Equity,JPY,Buy,notional_mn,3.0185519044375164
2025-06-05,2025-06,Bank C,Equity,JPY,Buy,pnl,4335.72298534836
2025-06-05,2025-06,Bank C,FX,JPY,Buy,notional,1284240.691753454
2025-06-05,2025-06,Bank C,FX,JPY,Buy,notional_mn,1.284240691753454
2025-06-05,2025-06,Bank C,FX,JPY,Buy,pnl,-17377.073614826455
2025-06-05,2025-06,Bank D,Equity,EUR,Buy,notional,835791.0872096005
2025-06-05,2025-06,Bank D,Equity,EUR,Buy,notional_mn,0.8357910872096005
2025-06-05,2025-06,Bank D,Equity,EUR,Buy,pnl,-3989.7767651056943
2025-06-06,2025-06,Bank B,Equity,JPY,Sell,notional,978864.806413597
2025-06-06,2025-06,Bank B,Equity,JPY,Sell,notional_mn,0.978864806413597
2025-06-06,2025-06,Bank B,Equity,JPY,Sell,pnl,23511.325842012768
2025-06-06,2025-06,Bank B,Equity,USD,Sell,notional,2424556.297264321
2025-06-06,2025-06,Bank B,Equity,USD,Sell,notional_mn,2.4245562972643215
2025-06-06,2025-06,Bank B,Equity,USD,Sell,pnl,4931.860414391136
2025-06-06,2025-06,Bank B,FX,JPY,Buy,notional,2475611.5941557307
2025-06-06,2025-06,Bank B,FX,JPY,Buy,notional_mn,2.4756115941557306
2025-06-06,2025-06,Bank B,FX,JPY,Buy,pnl,49554.37207204817
2025-06-06,2025-06,Bank B,FX,USD,Buy,notional,3947997.264398205
2025-06-06,2025-06,Bank B,FX,USD,Buy,notional_mn,3.947997264398205
2025-06-06,2025-06,Bank B,FX,USD,Buy,pnl,-27330.87513148229
2025-06-06,2025-06,Bank C,Commodity,EUR,Buy,notional,235376.45383249223
2025-06-06,2025-06,Bank C,Commodity,EUR,Buy,notional_mn,0.2353764538324922
2025-06-06,2025-06,Bank C,Commodity,EUR,Buy,pnl,-2094.201242359572
2025-06-06,2025-06,Bank C,FX,JPY,Buy,notional,2390466.7764234147
2025-06-06,2025-06,Bank C,FX,JPY,Buy,notional_mn,2.390466776423415
2025-06-06,2025-06,Bank C,FX,JPY,Buy,pnl,-65127.1689532684
2025-06-06,2025-06,Bank D,Bond,GBP,Buy,notional,1492000.2579227465
2025-06-06,2025-06,Bank D,Bond,GBP,Buy,notional_mn,1.4920002579227465
2025-06-06,2025-06,Bank D,Bond,GBP,Buy,pnl,51869.018079672656
2025-06-06,2025-06,Bank D,Equity,JPY,Buy,notional,3231728.470944217
2025-06-06,2025-06,Bank D,Equity,JPY,Buy,notional_mn,3.231728470944217
2025-06-06,2025-06,Bank D,Equity,JPY,Buy,pnl,110281.6242138815
2025-06-06,2025-06,Bank D,FX,EUR,Buy,notional,1153499.586263454
2025-06-06,2025-06,Bank D,FX,EUR,Buy,notional_mn,1.153499586263454
2025-06-06,2025-06,Bank D,FX,EUR,Buy,pnl,5763.597366274847
2025-06-09,2025-06,Bank A,Bond,USD,Buy,notional,2584958.7891671862
2025-06-09,2025-06,Bank A,Bond,USD,Buy,notional_mn,2.584958789167186
2025-06-09,2025-06,Bank A,Bond,USD,Buy,pnl,-30157.126878626368
2025-06-09,2025-06,Bank A,Commodity,GBP,Sell,notional,3871148.5447653336
2025-06-09,2025-06,Bank A,Commodity,GBP,Sell,notional_mn,3.8711485447653335
2025-06-09,2025-06,Bank A,Commodity,GBP,Sell,pnl,45740.92980268868
2025-06-09,2025-06,Bank A,FX,EUR,Buy,notional,2123439.599363421
2025-06-09,2025-06,Bank A,FX,EUR,Buy,notional_mn,2.123439599363421
2025-06-09,2025-06,Bank A,FX,EUR,Buy,pnl,8108.492810491243
2025-06-09,2025-06,Bank A,FX,GBP,Sell,notional,1772201.498015166
2025-06-09,2025-06,Bank A,FX,GBP,Sell,notional_mn,1.772201498015166
2025-06-09,2025-06,Bank A,FX,GBP,Sell,pnl,16031.742618075752
2025-06-09,2025-06,Bank B,Equity,JPY,Buy,notional,703434.528787795
2025-06-09,2025-06,Bank B,Equity,JPY,Buy,notional_mn,0.703434528787795
2025-06-09,2025-06,Bank B,Equity,JPY,Buy,pnl,-17316.39985461615
2025-06-09,2025-06,Bank B,FX,EUR,Buy,notional,3506271.832435536
2025-06-09,2025-06,Bank B,FX,EUR,Buy,notional_mn,3.5062718324355364
2025-06-09,2025-06,Bank B,FX,EUR,Buy,pnl,-6582.102171330525
2025-06-09,2025-06,Bank C,Equity,GBP,Buy,notional,234292.50784370696
2025-06-09,2025-06,Bank C,Equity,GBP,Buy,notional_mn,0.2342925078437069
2025-06-09,2025-06,Bank C,Equity,GBP,Buy,pnl,-3775.030109476151
2025-06-09,2025-06,Bank C,Equity,USD,Buy,notional,3552799.850882059
2025-06-09,2025-06,Bank C,Equity,USD,Buy,notional_mn,3.552799850882059
2025-06-09,2025-06,Bank C,Equity,USD,Buy,pnl,64279.13241261533
2025-06-09,2025-06,Bank C,FX,GBP,Sell,notional,730477.8230807493
2025-06-09,2025-06,Bank C,FX,GBP,Sell,notional_mn,0.7304778230807493
2025-06-09,2025-06,Bank C,FX,GBP,Sell,pnl,-444.8844502326573
2025-06-09,2025-06,Bank D,Equity,USD,Buy,notional,4485325.93780365
2025-06-09,2025-06,Bank D,Equity,USD,Buy,notional_mn,4.485325937803649
2025-06-09,2025-06,Bank D,Equity,USD,Buy,pnl,40170.38703662521
2025-06-09,2025-06,Bank D,FX,EUR,Buy,notional,234359.90429335865
2025-06-09,2025-06,Bank D,FX,EUR,Buy,notional_mn,0.2343599042933586
2025-06-09,2025-06,Bank D,FX,EUR,Buy,pnl,-13782.342533223507
2025-06-09,2025-06,Bank D,FX,EUR,Sell,notional,3182112.62217843
2025-06-09,2025-06,Bank D,FX,EUR,Sell,notional_mn,3.18211262217843
2025-06-09,2025-06,Bank D,FX,EUR,Sell,pnl,20602.37702956435
2025-06-09,2025-06,Bank D,FX,USD,Sell,notional,1352023.5158487586
2025-06-09,2025-06,Bank D,FX,USD,Sell,notional_mn,1.3520235158487586
2025-06-09,2025-06,Bank D,FX,USD,Sell,pnl,35290.11632035034
2025-06-10,2025-06,Bank B,Bond,JPY,Sell,notional,2568084.324969989
2025-06-10,2025-06,Bank B,Bond,JPY,Sell,notional_mn,2.568084324969989
2025-06-10,2025-06,Bank B,Bond,JPY,Sell,pnl,-13676.732604112804
2025-06-10,2025-06,Bank B,FX,JPY,Sell,notional,1772250.564001563
2025-06-10,2025-06,Bank B,FX,JPY,Sell,notional_mn,1.7722505640015631
2025-06-10,2025-06,Bank B,FX,JPY,Sell,pnl,9251.724779156142
2025-06-10,2025-06,Bank C,Bond,EUR,Buy,notional,1092641.8083166713
2025-06-10,2025-06,Bank C,Bond,EUR,Buy,notional_mn,1.0926418083166711
2025-06-10,2025-06,Bank C,Bond,EUR,Buy,pnl,-16565.37861732422
2025-06-10,2025-06,Bank C,Equity,EUR,Buy,notional,2025973.2762199107
2025-06-10,2025-06,Bank C,Equity,EUR,Buy,notional_mn,2.0259732762199105
2025-06-10,2025-06,Bank C,Equity,EUR,Buy,pnl,4273.207268369982
